"measurement_id","x_acf1_int_gyro","x_acf10_int_gyro","diff1_acf1_int_gyro","diff1_acf10_int_gyro","diff2_acf1_int_gyro","diff2_acf10_int_gyro","max_kl_shift_int_gyro","time_kl_shift_int_gyro","outlierinclude_mdrmd_int_gyro","ARCH.LM_int_gyro","max_level_shift_int_gyro","time_level_shift_int_gyro","ac_9_int_gyro","crossing_points_int_gyro","max_var_shift_int_gyro","time_var_shift_int_gyro","entropy_int_gyro","nonlinearity_int_gyro","embed2_incircle_int_gyro","spreadrandomlocal_meantaul_int_gyro","flat_spots_int_gyro","x_pacf5_int_gyro","diff1x_pacf5_int_gyro","diff2x_pacf5_int_gyro","firstmin_ac_int_gyro","std1st_der_int_gyro","arch_acf_int_gyro","garch_acf_int_gyro","arch_r2_int_gyro","garch_r2_int_gyro","stability_int_gyro","firstzero_ac_int_gyro","trev_num_int_gyro","alpha_int_gyro","beta_int_gyro","nperiods_int_gyro","seasonal_period_int_gyro","trend_int_gyro","spike_int_gyro","linearity_int_gyro","curvature_int_gyro","e_acf1_int_gyro","e_acf10_int_gyro","walker_propcross_int_gyro","hurst_int_gyro","unitroot_kpss_int_gyro","histogram_mode_int_gyro","unitroot_pp_int_gyro","localsimple_taures_int_gyro","lumpiness_int_gyro","motiftwo_entro3_int_gyro"
"02423b04-367a-4230-bd4e-f1acd16075de_327T",0.999949916548238,9.99449178337955,-0.695841219386433,2.96860309443788,-0.877971542310821,4.26802040768135,0.000118677671656932,58087,-0.326187494782536,0.999999999710239,0.00116185024212445,58081,0.999549248456002,1,1.88192969800361e-07,43107,0.200594254485587,4.87507622422213e-05,0.285085986674041,19,5995,0.99989983812212,0.58715788816824,1.10625542275626,42355,1.06199936899632e-05,6.56131945703663,6.19128624808239e-05,0.333372364764381,0.00168540323008941,0.999983266845188,21924,-2.25358757076912e-13,0.471118601498356,0.000100002686854963,0,1,0.999999993781589,6.65819389267227e-26,-244.733291988284,0.00673813250706238,0.990902886825772,9.70410058431481,1.66961632216917e-05,0.999954177318763,299.579506486467,-1.25,0.000637725261113251,1,5.76993222784701e-18,0.693524742076463
"02423b04-367a-4230-bd4e-f1acd16075de_2WH5",0.999949917040015,9.99449184746299,-0.711000056164013,3.08931582324075,-0.8833849681082,4.35328903957376,1.93415272911235e-05,59387,0.147333800794684,0.999999999741684,0.00116477150620686,10021,0.999549254027631,1,1.91540283862982e-07,10016,0.200591377630129,8.48263376810384e-06,0.285228978484713,19,5994,0.999899839073457,0.606395597700857,1.11774015480719,42352,1.05053450239606e-05,6.94755675272236,2.21610092699789e-05,0.371684208935166,0.000482382270433329,0.99988313576747,21925,-2.2445919405353e-13,0.449163224906072,0.000100169109326336,0,1,0.999999994181405,5.73067734030592e-26,-244.738229200932,0.00878637789422704,0.990517138335509,9.70942189468835,1.66953269779789e-05,0.999954177318763,299.588871982741,-0.25,8.91996494965871e-05,1,1.2282393945604e-17,0.693524736685967
"02a8bdd5-00cd-416b-a8bd-d6dc1e0d4d41_2WLT",0.999949724105387,9.99447059209866,-0.232032053631693,2.09395246383145,-0.882999413677185,4.4995213351798,0.000221116778741585,59323,-0.261314880048081,0.999999999653829,0.00118252564148102,59320,0.999547513647935,1,1.94555884959287e-07,59325,0.200643734189971,0.00704344984122339,0.29139247170308,18.98,6509,0.999899453369208,0.64500709716605,0.980187847557154,42414,1.26795273431266e-05,6.95163187898189,0.0135667819222963,0.390667077046913,0.115735228198203,0.999847717605484,21909,-2.28303529213341e-13,0.520220636380022,0.258196918041673,0,1,0.999998233137796,8.80364082883262e-21,-244.745930531193,0.223657941963788,0.999954776721971,9.99075587227599,0.000250425723730342,0.999954177318763,299.409127027823,-0.25,0.00197895795904427,1,2.00454292916164e-17,0.693471677774449
"032e8244-832e-4dd5-823b-bf1c89246bc7_2ZX6",0.999975674562043,9.99732444510075,-0.00836477586656964,1.58987978474851,-0.384198238416453,1.97638394596072,8.58831554828699e-05,136,-0.277327681871657,0.999999999707962,0.000850329598873129,52280,0.999781071644727,1,4.81486617458827e-08,51996,0.1887924009877,0.029586828587682,0.274149034038638,18.97,13034,0.999951350810393,0.917236759750384,1.35599482732178,84138,1.71609923058753e-05,4.46953535528311,1.41548902542389,0.801010666245348,0.694535952406586,1.00005836917236,43761,-4.53298368742037e-14,0.203480606193878,0.107198442945607,0,1,0.999991803747692,2.5140425097163e-20,-346.091236618616,-3.71316200222867,0.999971370539613,9.99621604056691,0.00102628285356696,0.999954177318763,500.333098512274,1.25,0.0887295023855657,1,5.10566762981196e-18,0.693340239803471
"03b36c76-1416-4744-b7a7-f8b9c100c372_2WH8",0.999871812851139,9.98586832884243,0.913878190561925,5.64046097521911,-0.471361821437048,1.1909464176948,0.00335037846801942,22775,3.78615780705083e-05,0.999999947846847,0.0256292597324204,26365,0.998842278671014,11,8.96092046148511e-05,26370,0.221662086351256,0.318114712311428,0.403904963537991,17.59,5140,0.999744701601557,1.18950378567745,0.376194033306616,18074,0.000372274747444894,2.09029314714014,0.0173310629907719,0.66514068963539,0.090068205653051,1.00028182283551,9408,8.51686142852092e-11,0.832626233772054,0.832626221196128,0,1,0.998728308819605,6.77472008309179e-15,-159.831540640984,1.65637287189372,0.999914222446838,9.96638361018164,0.0120404376964144,0.999954177318763,149.405291591596,0.25,-1.64210855960277,1249,1.11230186472137e-11,0.683582341237856
"03ca8369-bf89-49e9-a667-c4bc32b35a09_2ZX6",0.999954868315011,9.99503615600267,0.810541276613971,4.58415883694911,-0.635010002690865,2.2202978829835,0.00102591776107687,56089,0.117468320617059,0.999999997691504,0.00364481846537812,56506,0.999593800376989,1,1.82980052472115e-06,57040,0.200957619747477,0.309930466428254,0.275450515436875,18.17,10336,0.999909741672296,1.1218828938769,0.532763625187316,41734,4.26687009219444e-05,1.67934251193159,0.000308076803232909,0.373885110979225,0.00421672747297366,1.00001042438237,21774,-2.1134776284051e-13,0.760168230231018,0.760167840436042,0,1,0.999966458698385,1.71120264995787e-18,-244.024887881838,13.5983712512088,0.999824921206899,9.96944472448215,0.005426071857887,0.999954177318763,300.155165750276,-1.25,-0.50710892276611,2891,2.02588713489263e-15,0.693223938667536
"047b34fa-ff8a-4fb9-8eea-7cc0c8f307b2_327T",0.999957511766014,9.99531834496968,0.905653954722261,5.58289842863391,-0.443869385151689,0.976581576469824,0.00272582765136581,57,-0.175857751064363,0.999999983446183,0.0103865203184468,9431,0.999616693786577,1,1.26828087696413e-05,4062,0.20252252136149,0.0518731586515623,0.19386877297255,17.29,11622,0.999915485857202,1.09954074265622,0.306487588510517,41607,0.000145602214706067,1.73875977372009,0.00170143646708477,0.549208016818129,0.0174067215992567,0.999987787482459,21534,5.08721972552407e-12,0.838590879738621,0.838590869427017,0,1,0.999388356087272,1.7863346176046e-16,-243.3851909625,-14.7367434875746,0.999945978678117,9.98511315136869,0.0135238922095702,0.999954177318763,300.369639939117,1.25,0.389337199221416,489,2.37862370385317e-13,0.693387860186845
"04bf1192-1179-4957-aa0a-34cbe7ff688a_2WH7",0.999950518793057,9.99455802745014,0.593105045791927,4.17343732435277,-0.832100414360341,3.74288766795621,0.000318591983868232,168,0.0802003338898163,0.999999999333032,0.00165509354488502,34251,0.999554671349671,1,2.97941563402612e-07,34244,0.200534409484763,0.0237569536485595,0.267352523285797,18.68,6452,0.999901042405037,1.00473412652698,0.742416500280196,42260,2.37513624381127e-05,6.68261352864557,0.106383124140987,0.50692840037736,0.296634558163962,1.00015024473074,21894,-2.54473487995992e-13,0.619137271692376,0.530005024541252,0,1,0.999987892718865,1.03908597167296e-19,-244.733654621161,-0.70494580205148,0.999957393518872,9.98564949811432,0.00195328803485868,0.999954177318763,300.07173142649,-1.25,0.0535386594896579,121,1.43041457434656e-16,0.693517861634096
"04bf1192-1179-4957-aa0a-34cbe7ff688a_2WLT",0.999949914100953,9.99449150665703,-0.72430112714894,3.30662991452808,-0.889613458537504,4.5752448088422,1.96885599493776e-05,59465,0.00868142508931846,0.999999999737314,0.00114604597222567,56015,0.999549226034173,1,1.81479468900866e-07,56010,0.200589636086863,8.90927536329832e-06,0.285228978484713,19,5994,0.999899833249726,0.629986503595723,1.13150296473865,42352,1.06598552705172e-05,7.04551934960211,0.00015184466340225,0.381276784742725,0.00196413760952761,0.999883047332945,21925,-2.23772875537171e-13,0.448712768420306,0.000100110465398843,0,1,0.999999994279124,5.49438088294161e-26,-244.738333284141,-0.00582855112236717,0.990068816429915,9.70385290127773,1.66953269779789e-05,0.999954177318763,299.588872407858,-0.25,0.000584943710148901,1,1.04576795906316e-17,0.693524739473492
"05205dc3-9c82-4b6b-921e-b6c2edd2c993_2VSP",0.999941901536432,9.99360450197494,0.913740216118395,5.40918414383519,-0.432171003388558,1.26286283406392,0.00579764988700817,10,0.726226251293866,0.999999994646319,0.0134660874206711,12962,0.999476474704008,21,2.57122880334023e-05,12968,0.20593766583773,0.175234914128017,0.377183756188913,17.43,15350,0.999883949025209,1.20525513088279,0.401321244290173,42609,0.00014542261261476,2.0360745244567,0.0407625049757332,0.717565674515764,0.167719282752657,0.999590862059156,20917,5.94792568092266e-12,0.843387042497315,0.843387004227133,0,1,0.999232314271001,3.26036120516078e-16,-233.36830093981,-55.7826048249485,0.999929110597846,9.98640761490604,0.00903217189508657,0.999954177318763,269.112310924029,0.25,1.70000748664816,5754,2.4624153387136e-13,0.645558221686894
"068ffb5a-f757-4d02-987e-f487bb2b3952_327T",0.999949916828251,9.99449182708868,-0.481063151547314,1.06795077356593,-0.772856362997167,2.16457101144845,2.42650316950761e-05,59803,0.141539360547625,0.999999999745887,0.00115909044614915,40015,0.999549252672315,1,1.89156799433482e-07,40020,0.200593608992986,1.17441107066426e-05,0.285236490045297,19,5995,0.999899838520238,0.288028656466075,0.929320382435258,42348,8.29567398055639e-06,6.53983148123448,2.64087688395987e-06,0.305372567368969,0.000149170946652382,0.999983261986176,21923,-2.19342807250169e-13,0.609985165832169,0.000100022321562118,0,1,0.99999999316869,7.53178335244863e-26,-244.732033929671,-0.0133947014837958,0.994963776516024,9.75140414987843,1.66961632216917e-05,0.999954177318763,299.575845470262,0.75,0.000699682565347755,1,1.51348618965488e-17,0.693524758803293
"068ffb5a-f757-4d02-987e-f487bb2b3952_2WH3",0.999944411152438,9.99388540215663,0.945940331674512,6.21916677489056,-0.25698279658057,0.274960769885766,0.000914392906981966,59709,-0.00322219810674995,0.999999997993988,0.00624258922830034,46614,0.999499590929896,1,4.04055177988389e-06,36102,0.200842478136152,0.0740843903966903,0.221567176016497,17.85,8768,0.999888837415264,1.00790900582517,0.125116295633916,40069,7.56215026033953e-05,3.09221516776636,0.00254838859750814,0.704227625228763,0.130373540910326,0.99980343730799,22071,-1.61511111753456e-15,0.886496552369901,0.886496517564424,0,1,0.999721209690182,7.06159545555219e-17,-243.439119438332,-18.8733003308612,0.9999867435695,9.99370296897073,0.00819754240683852,0.999954177318763,296.524609846194,0.75,0.635530330282798,2533,1.78920827983972e-14,0.693147531725416
"06fd407b-0da8-428a-8f9f-69fc181d4a76_327T",0.999939776212023,9.99337579668485,0.930920479210614,6.17839867368215,-0.355883205727369,0.698889116976599,0.000397708729715411,27919,0.604971868374042,0.999999999206155,0.00785188214797494,27914,0.999457880990877,9,1.01046996152852e-05,27908,0.203101220362022,0.521548332506675,0.359984131182227,18.78,10847,0.999879568325772,1.05011525039983,0.223323804427343,45756,6.96003760173466e-05,2.46881129047112,0.000127503406828172,0.745004460763511,0.0102458456911978,0.999779827017229,22087,8.69675642449939e-13,0.862780145999284,0.849752874298006,0,1,0.999837791910502,8.24509327990522e-17,-238.360572374698,-31.3750016349937,0.999990930602602,9.99440614897513,0.00295512221183385,0.999954177318763,278.75130244943,0.25,0.560017886511553,5619,3.54972917412505e-14,0.677592397855006
"06fd407b-0da8-428a-8f9f-69fc181d4a76_2WH3",0.999949913325341,9.99449144086867,-0.421544613544961,0.533038866513694,-0.7272209817983,1.26513466612294,1.85751086321751e-05,59446,-0.106873351363985,0.999999999766245,0.00114635529361345,34553,0.999549221713451,1,1.82402685157874e-07,34548,0.200590504388347,1.01952712148155e-05,0.285255312985542,19,5994,0.999899831707598,0.196757794208614,0.85653252525301,42353,7.59173121674111e-06,7.74490356335121,0.00020247892637432,0.409087117739064,0.019767111469965,0.999883201173129,21925,-2.14338724501086e-13,0.631361234783239,0.000100073973103728,0,1,0.999999994193674,5.52632522161335e-26,-244.738314523061,0.00904065523495292,0.995037643736407,9.74112176637772,1.66953269779789e-05,0.999954177318763,299.587366825904,-0.75,-0.000580203173008484,1,8.68174430121728e-18,0.693524741146008
"08215a48-b258-4e58-9ec4-c33181451c27_2WH5",0.999951796730972,9.99469796657707,0.863398098543676,5.90551496499014,-0.556373203670281,0.702204062204576,0.000612313051509079,1546,0.283077616575121,0.999999999312489,0.00247029840703364,27851,0.999566108139066,1,9.30636532517188e-07,27846,0.200995326785193,0.0960460778284244,0.284275836685333,18.74,7394,0.999903602715539,1.030294929818,0.329492077855311,42056,2.62744156949848e-05,5.30324319309324,0.000108075473938206,0.562424752645124,0.0174180684506327,0.999940534048007,21860,-2.25346847687058e-13,0.834659443924301,0.58552715026542,0,1,0.999973730147178,1.2068408914044e-18,-244.672548557941,2.17663839767355,0.99996526102969,9.99000458202772,0.00235408040603713,0.999954177318763,300.141089367412,-1.25,-0.0929122692671516,1811,3.10747654911418e-16,0.693500742376411
"0827d2b9-b0d6-4088-9c87-61642f8417c0_2WH5",0.99995674651197,9.99524258087102,0.874489698581466,6.42737531730231,-0.590046348485977,1.12505113726603,0.000746640758662099,58063,0.229130492854281,0.999999999178327,0.0026111021251618,55279,0.99961068994774,1,1.01554689212877e-06,55284,0.20073399792244,1.98847329527305,0.223837285299731,18.74,12535,0.999913498529304,1.09929345760757,0.382887378809874,41402,2.8498337595042e-05,3.42671041013957,1.47866037968656e-06,0.283400893319067,6.78276255584894e-05,1.00005430615971,21645,-1.8612561227145e-13,0.820093089989931,0.60103091219921,0,1,0.999980335753496,1.24429449935647e-18,-243.758486429496,14.4774705090394,0.999966072406591,9.9898407608236,0.00232072794056265,0.999954177318763,300.827032210277,-1.25,-0.633096483471784,8951,4.60493367711665e-16,0.693283338001588
"0af9da02-6b27-4d27-9940-575d31dd74bd_2ZX6",0.999913255073516,9.99008157830218,0.904781461712431,4.17444003276927,-0.246174056982744,0.50652151829733,0.0457227542332454,23714,-0.762862635442153,0.999999407553818,0.0963600995932178,23790,0.999179013288475,8,0.00117518021319093,23703,0.256107889810455,0.036622446831968,0.215442092154421,14.9,3503,1.00001575779479,1.05458722096583,0.250008769449071,11354,0.00117403086736849,2.31546848151136,0.0277384395668525,0.685519903025252,0.0323787582336767,1.00030523534182,6126,6.15357403092745e-09,0.897606976191231,0.89760697327914,0,1,0.989176387910571,6.57129046756726e-13,16.3686112901671,-137.89799896855,0.999896791020588,9.96157477256224,0.0334510119193261,0.999954177318763,33.429005458088,1.25,-2.37353788528299,1060,2.22605093114693e-09,0.692370680357839
"0bc65d57-a9dc-4dcd-9e9c-949c3179fb90_2ZX3",0.999966255736622,9.99628588488202,0.887490702905174,5.64917594281166,-0.581944870361557,2.32667281186928,0.00329662072001805,10,-0.0097772586969217,0.999999996313056,0.00355004108287793,45674,0.999696007602626,1,1.86498341201863e-06,1608,0.201168915435654,1.47107497221714,0.0477277443452999,17.94,11251,0.999932590655807,1.30685747900004,0.555268038386905,40231,5.55852064717151e-05,1.92212644449443,0.24549564544245,0.730592220190862,0.420019948858648,1.00005342263458,21383,1.49056930705412e-13,0.788327192142144,0.788327023372543,0,1,0.999896556188643,1.33931252906292e-17,-242.991241316631,-0.322754462018688,0.999958770280509,9.98966836392311,0.00485534087496246,0.999954177318763,303.270556503672,1.25,0.135883072657958,9167,4.5271471335834e-15,0.693509825702214
"0bde763c-c4ef-4606-b798-48a196c3d6cb_2VSP",0.999891683006202,9.98807280760845,0.902650832135518,4.21913728870457,-0.332684865877327,0.63986524851376,0.00923808739093826,10609,0.800096829663266,0.999999985660367,0.0176789242851537,10605,0.999023334437653,7,4.86922585902944e-05,1483,0.220951775150115,0.47473961904106,0.68033238734968,16.65,10950,0.999783729911586,1.09780999884912,0.300667795883045,17493,0.000235510134692871,2.00259681971533,0.0107990269623439,0.6322314348761,0.00896468506303819,0.998879009293492,10920,4.15045023766822e-11,0.863411746890689,0.863411706433873,0,1,0.998388779676102,2.18545611019465e-15,194.931831123654,23.458493508235,0.99984424515317,9.97709391954582,0.011502888243347,0.999954177318763,171.459148740809,-0.25,2.95018709389756,9421,1.9252875519962e-12,0.679524411860552
"0bde763c-c4ef-4606-b798-48a196c3d6cb_2ZX3",0.999949919389206,9.99449210477292,-0.736914792657454,3.37267010804278,-0.8927956406046,4.59146539167013,2.19190904658896e-05,59785,1.66944908179811e-05,0.99999999976626,0.0010988334454709,7461,0.999549275029173,1,1.59343882995959e-07,7466,0.200591366586248,1.76859300441528e-06,0.285398288347597,19,5994,0.999899843866466,0.641620778548233,1.14428346589965,42354,1.0520858579095e-05,7.74162973885823,5.18812773376651e-05,0.459869324766785,0.0014704568439694,1.00015024788885,21925,-2.22089147725184e-13,0.429918867209085,0.000100021667097424,0,1,0.999999994838324,4.43032855668128e-26,-244.742331969239,0.00397845295329483,0.989278620950104,9.69728604702554,1.66947695287067e-05,0.999954177318763,299.598769028016,-0.75,-3.36477483057149e-05,1,8.29374048210688e-18,0.693524729654178
"0c390348-b34c-4fe1-a313-f38c49fdde22_2WLT",0.999949914563536,9.99449156576589,-0.712722976481688,3.21223430505034,-0.886395946406027,4.51315283452498,2.1527744304208e-05,59400,0.0144586359462393,0.999999999726678,0.00115502860908223,26009,0.999549230969915,1,1.85787871150558e-07,26004,0.200592308522309,9.10120034179239e-06,0.285217666113613,19,5994,0.999899834151731,0.615773502145494,1.11730270212736,42350,1.08962428127499e-05,6.1763787421977,5.53383030510776e-05,0.303154578987058,0.000843457777592484,0.999983270250437,21924,-2.28192110424267e-13,0.461076334780549,0.000100083563693689,0,1,0.99999999327509,7.40280607386587e-26,-244.732092174608,-0.00130770785121415,0.991172754964676,9.72282139256453,1.66961632216917e-05,0.999954177318763,299.574677592332,-1.25,0.000438875063400234,1,1.49279796053631e-17,0.693524755457927
