"measurement_id","mean_ts_int_gyro","max_ts_int_gyro","mean_diff_ts_int_gyro","sd_ts_int_gyro","obs_int_gyro","mean_int_gyro","min_int_gyro","max_int_gyro","abs_mean_int_gyro","sd_int_gyro","E1_int_gyro","E2_int_gyro","E3_int_gyro","skew_int_gyro","kuriosis_int_gyro","Et1_int_gyro","Et2_int_gyro","Et3_int_gyro","skew_t_int_gyro","kuriosis_t_int_gyro","meandiff_int_gyro","meandiff_n_int_gyro","meandiff2_n_int_gyro","meandiff3_n_int_gyro","meandiff5_n_int_gyro","meandiff10_n_int_gyro"
"01a1aa11-e66e-45a6-b098-ad061b7aa7a4_2WH7",599.992505551196,1199.992,0.0200343762521704,346.415020985953,59897,-0.210255076110378,-0.420518488126784,0,0.210255076110378,0.121397426533721,-0.210255076110378,0.0589442861545617,-0.0185903157490374,-1.29904500504867,1.80001780533901,-168.204659796111,50927.9032515431,-18356931.095362,-1.59722604510623,2.77793459380967,-7.02081087429518e-06,-0.000350438239688914,-0.000350438221022221,-0.000350438220153487,-0.000350438206653361,-0.000350438211498263
"01a1aa11-e66e-45a6-b098-ad061b7aa7a4_2WLT",599.941592156666,1199.979,0.0200340417717081,346.4165555414,59898,-0.108875096983437,-0.219484728081714,0,0.108875096983437,0.0613872064711865,-0.108875096983437,0.0156221129480507,-0.00250012171340667,-1.28041717743813,1.73975636914873,-86.5285335607611,13235.0950484103,-2395651.0153844,-1.57337757502276,2.6989726820768,-3.66436930199699e-06,-0.000182848752109906,-0.00018284810089596,-0.000182847179818764,-0.000182843429305542,-0.0001828317092214
"01dabc91-ceca-4e20-9b2c-b0c7d9566752_2WH7",599.987633572621,1199.977,0.0200333394547488,346.416701662014,59900,-0.190070515512883,-0.378861097040346,0,0.190070515512883,0.110096727490444,-0.190070515512883,0.0482478879126832,-0.0137738968320162,-1.29968876860368,1.80053146436672,-152.177304607175,41690.4857204966,-13578845.5875925,-1.59517163060428,2.76787462243866,-6.32499869848154e-06,-0.000315719965995351,-0.00031571848333855,-0.000315717237200038,-0.000315713794123076,-0.000315710820708667
"01dabc91-ceca-4e20-9b2c-b0c7d9566752_2WLT",599.916206505042,1199.988,0.0200360321250271,346.399482104801,59892,-0.209449434559059,-0.418952301559107,0,0.209449434559059,0.120939865832497,-0.209449434559059,0.0584952725709214,-0.0183787390295966,-1.29907599434216,1.80010932324595,-167.544917627274,50531.6291988321,-18143642.6219506,-1.59727440311602,2.77812877782567,-6.99524639026076e-06,-0.000349133356601184,-0.000349133358596055,-0.000349133350666914,-0.000349133346465217,-0.000349133336676028
"02423b04-367a-4230-bd4e-f1acd16075de_2WH5",599.978614244215,1199.986,0.0200340417717081,346.416633843828,59898,-0.210877147577147,-0.421760611497351,0,0.210877147577147,0.121757573011858,-0.210877147577147,0.0592938304534809,-0.0187559051705065,-1.29904371927015,1.80000999441869,-168.699923182027,51227.8300293321,-18519069.4199762,-1.59720337726449,2.77785438086809,-7.04143131538059e-06,-0.000351473338354955,-0.000351473337445115,-0.000351473340548432,-0.000351473339199427,-0.000351473327172241
"02423b04-367a-4230-bd4e-f1acd16075de_327T",599.912409416479,1199.979,0.0200350452466023,346.407095666001,59895,-0.210870842710555,-0.421786569798237,0,0.210870842710555,0.121767520795799,-0.210870842710555,0.059293593870841,-0.018756326742571,-1.29908069256859,1.80009601967149,-168.684464186317,51221.02129921,-18515453.2363972,-1.59720991339713,2.77783241949508,-7.04221741406881e-06,-0.000351494847627946,-0.000351494858822593,-0.000351494872093369,-0.000351494887717963,-0.000351494932004522
"02a8bdd5-00cd-416b-a8bd-d6dc1e0d4d41_2WLT",599.903997579258,1199.996,0.0200339911182343,346.402814664289,59899,-0.203847776218554,-0.407831020983551,0,0.203847776218554,0.117509186085429,-0.203847776218554,0.0553620941555071,-0.0169110451283337,-1.29823012948836,1.79806929974679,-162.99308111384,47796.1054297887,-16693549.8568729,-1.59757013370612,2.78007140649342,-6.80875857263265e-06,-0.00033987159394733,-0.000339871539966017,-0.000339871883143092,-0.000339872614173401,-0.000339872673845635
"032e8244-832e-4dd5-823b-bf1c89246bc7_2ZX6",599.980635372254,1199.994,0.0100124655819775,346.407416263067,119851,-0.194719033399067,-0.395462236474127,0,0.194719033399067,0.115819314439733,-0.194719033399067,0.0513295036419055,-0.0152631940104867,-1.3124864473879,1.83812295222253,-156.942135575881,44808.6501036707,-15234252.8920463,-1.6061214038952,2.8091613737014,-3.29964319127349e-06,-0.000325592870799887,-0.000329552226772557,-0.000329552055249763,-0.000329549903404179,-0.000329550351064802
"0351d169-e693-4a13-9566-635df2bd1aad_2WH5",599.986874764328,1199.978,0.0200216571562052,346.412779171052,59935,-0.0994275735061578,-0.247182213660335,2.31693952900897e-06,0.0994275737406432,0.066742352057454,-0.0994275735061578,0.0143403096086078,-0.00252825847170896,-1.47225717431697,2.41290627914139,-81.6286553536476,13858.340023058,-2959899.97862546,-1.81430466122903,3.6211371967755,-4.12424022525337e-06,-0.000205939902364795,-0.000205941637726129,-0.000205942214838519,-0.000205942372838752,-0.000205946027932506
"03b36c76-1416-4744-b7a7-f8b9c100c372_2WH8",264.490524193548,529,0.0200295331490667,152.742994971356,26412,-0.0371748889015135,-0.0622765699589131,0,0.0371748889015135,0.0166203291926364,-0.0371748889015135,0.00165819724860549,-8.19668387281398e-05,-1.21390276424023,1.57295526668997,-12.3267533103287,257.476340216815,-6375.5307513323,-1.54315785457815,2.56470299799601,-2.24337545766854e-06,-0.000111900807590911,-0.000111899003565083,-0.00011189750513899,-0.000111898595207992,-0.000111917641790568
"03ca8369-bf89-49e9-a667-c4bc32b35a09_2ZX6",600.005702756398,1199.977,0.020034342860959,346.419024314343,59897,-0.145935605393189,-0.266668185750677,0,0.145935605393189,0.0814599434106844,-0.145935605393189,0.0279328125163935,-0.00593837227352028,-1.27202433600434,1.71111860446124,-115.723959239881,23475.1982641829,-5591109.88767394,-1.55447637020366,2.60869275433677,-4.45218688644778e-06,-0.000222154942986248,-0.000222151463125181,-0.000222148128570855,-0.000222142344735916,-0.000222138041242451
"047b34fa-ff8a-4fb9-8eea-7cc0c8f307b2_327T",599.961018315385,1199.978,0.0200350285504391,346.418595374289,59895,-0.0572349671408129,-0.124420873066929,0.000269786851609954,0.0572355721529423,0.0390732921842448,-0.0572349671408129,0.00480253813574847,-0.000457892276499081,-1.37580563809061,2.01782653585431,-47.8010604176482,4375.79852394924,-474945.937070058,-1.64080964665789,2.91558553001361,-2.07466307951334e-06,-0.000103654787786945,-0.000103673170506818,-0.000103683951578521,-0.00010369650197615,-0.000103713143020274
"04b0cf62-ae4c-4506-bbe1-fa467a9858c8_2VSP",600.047387719328,1199.979,0.0200337073024141,346.40639669896,59899,-0.159351706319743,-0.32083852384882,6.57221454541245e-06,0.159351707024331,0.0912674296309741,-0.159351706319743,0.033722570955307,-0.00805778030451445,-1.30117109328043,1.80960173160772,-127.217770580506,29209.8410251225,-7994385.21005885,-1.60136849837832,2.78938135465062,-5.35641463569435e-06,-0.000267332048681689,-0.000267339155533214,-0.000267344919445076,-0.000267353845140106,-0.000267361297465762
"04bf1192-1179-4957-aa0a-34cbe7ff688a_2WH7",599.970434123539,1199.978,0.0200333561495184,346.416488156136,59900,-0.181343829961161,-0.366006500571478,1.64437212940246e-05,0.181343833476646,0.106305373185463,-0.181343829961161,0.0441862283714411,-0.0121204174108058,-1.30492988522435,1.81541147833567,-145.62336011472,38336.4444349405,-12001568.102825,-1.59889611436845,2.78179695660102,-6.11039417304926e-06,-0.000305009475929034,-0.00030501026739633,-0.000305008648351979,-0.000305004894423255,-0.000304997840138586
"04bf1192-1179-4957-aa0a-34cbe7ff688a_2WLT",599.941786503723,1199.983,0.0200340083810541,346.410876184299,59898,-0.209496911457011,-0.419034718660988,0,0.209496911457011,0.120967091410557,-0.209496911457011,0.0585217488150943,-0.0183912914475849,-1.2990811560562,1.8001277068358,-167.589567854011,50558.4769077671,-18158044.2396817,-1.59726912384566,2.7780970378243,-6.99592164317058e-06,-0.000349202312360786,-0.000349202331307736,-0.000349202322297959,-0.000349202307966781,-0.000349202300968979
"05137359-a055-489a-96e9-627501715140_2VSP",600.076586750367,1199.987,0.0200347107438017,346.407159581372,59896,0.264624948772946,-2.38993167707449e-06,0.575101779679206,0.264624948966073,0.167753735288527,0.264624948772946,0.0981672093800261,0.0415340804889361,1.35037668839315,1.96564371031327,216.522811418241,88206.523243787,43513927.8025968,1.66102905968362,3.02980720098931,9.60183286884057e-06,0.000479322737289608,0.000479290403399594,0.000479269878802239,0.000479222409021778,0.000479209345573395
"05137359-a055-489a-96e9-627501715140_2ZX3",599.989309464581,1199.976,0.0200343261653533,346.415100050504,59897,-0.211618064335717,-0.423238183734169,0,0.211618064335717,0.122181136634691,-0.211618064335717,0.059710186070857,-0.0189538613014328,-1.29904758972061,1.80003774846801,-169.293260322557,51589.3361744642,-18715853.4039135,-1.59723833618303,2.77798160677748,-7.06621783982519e-06,-0.000352705336582012,-0.000352705361259435,-0.000352705385956143,-0.000352705420424316,-0.000352705444722872
"05205dc3-9c82-4b6b-921e-b6c2edd2c993_2VSP",599.966200858125,1199.978,0.0200340250763811,346.415838641313,59898,-0.0646346780574518,-0.175263367422792,0.00283974035322511,0.0646853436502136,0.0485718596815136,-0.0646346780574518,0.00653682777312664,-0.000809633091168783,-1.53192564411193,2.62832661024683,-54.8145595276112,6483.31195494283,-978446.00176431,-1.87431026894946,3.91459306395925,-2.92607922638516e-06,-0.000145994847449406,-0.000145995986422379,-0.000145991630779198,-0.000145984831594133,-0.000145979751206818
"0523e301-efe2-4d9f-b807-ceb5bc6e1c36_2VSP",600.01903804865,1199.991,0.0200343762521704,346.418772092963,59897,-0.0445529638561474,-0.121819568329676,0.0121351670355839,0.0475885467138763,0.0398420562326517,-0.0445529638561474,0.00357232953122713,-0.000307614821206685,-1.44072132922863,2.22118974718017,-40.3701738004266,3382.71218248521,-334004.861835551,-1.69767759571559,3.16224325928607,-2.03385148139568e-06,-0.000101516636214548,-0.00010151271963241,-0.000101509155453725,-0.000101502308160104,-0.000101488359668696
"0523e301-efe2-4d9f-b807-ceb5bc6e1c36_2WH3",599.993065164789,1199.988,0.0100124990613188,346.410899396237,119850,-0.21243142205685,-0.424867493290946,0,0.21243142205685,0.122649270746434,-0.21243142205685,0.0601698271778054,-0.0191731052772148,-1.29904534438599,1.80002225659484,-169.944069740657,51986.3459540228,-18931905.7909253,-1.59720402445719,2.777824768654,-3.54502326503305e-06,-0.000345064181863718,-0.000354059743267693,-0.000354059786283638,-0.000354059775882543,-0.000354059780972167
"052a204e-429c-4a8a-9baf-f53e11b3e504_327T",600.005729352054,1199.978,0.0200343595565647,346.41877070057,59897,-0.198086669805491,-0.389711598078304,0,0.198086669805491,0.112241148180056,-0.198086669805491,0.0518361937704195,-0.0151898305214441,-1.28707327114022,1.76247029419178,-157.726074421997,44307.8041239384,-14773683.2795647,-1.58404838717561,2.73083219534657,-6.50647118469187e-06,-0.000324762410965372,-0.000324760984174655,-0.000324759570085378,-0.00032475740300638,-0.000324752940103911
"058234ec-a5b2-4227-b8ee-af6b0e32b820_2WH8",599.91750721202,1199.979,0.0200333728442879,346.403364462355,59900,-0.0781924264544162,-0.178025223445002,0,0.0781924264544162,0.0544388336221535,-0.0781924264544162,0.00907759268540041,-0.00122280092409097,-1.41383822885555,2.14781737875887,-65.5490652629192,8497.59822851929,-1320183.9917289,-1.68535025845639,3.08868337222793,-2.97209007571081e-06,-0.000148345954185264,-0.000148342723021013,-0.000148340096192498,-0.0001483353107243,-0.000148314910224631
"05849b77-59c8-4032-9982-fba459c250da_2WLT",599.89829589128,1199.979,0.0200343762521704,346.396680393082,59897,-0.0846167715870708,-0.161008128348626,0,0.0846167715870708,0.0492071228914576,-0.0846167715870708,0.00958129855199473,-0.00121515720913201,-1.29567449045779,1.78170582191139,-67.6579545676687,8184.93329656964,-1165238.38348567,-1.57359173315389,2.6654393036399,-2.68812822807243e-06,-0.000134136795876823,-0.000134113555678518,-0.000134102289592599,-0.000134103278888677,-0.000134114778633316
"05a278d4-3421-46d0-a843-fbaabd1d64bf_2ZX6",595.313265173568,1190.558,0.0200336205155819,343.698567210276,59429,-0.170729999702058,-0.285597701706959,0,0.170729999702058,0.0874121521218287,-0.170729999702058,0.0367894885651889,-0.00863028534749693,-1.22303681358605,1.56259582065105,-131.220026529872,28721.7590306298,-7268074.63482575,-1.49314789725355,2.39660268341968,-4.67593327438914e-06,-0.000233347777546816,-0.000233350622277106,-0.000233353626927546,-0.000233358049453444,-0.000233365658811708
"05e2a329-cb22-400b-bb73-7fa68c670cd2_2VSP",599.954479373612,1199.995,0.0200339744231861,346.427240816457,59899,-0.060896792112434,-0.0985070243531374,0.00512482149762478,0.0611340430920402,0.0299872423118411,-0.060896792112434,0.00460763897853798,-0.000363139693611677,-1.16106372722365,1.38194305550628,-43.4811216545903,2664.17827790313,-173872.688804876,-1.26440570203262,1.64866160476646,-9.97452733474004e-07,-4.97041914325073e-05,-4.97027525134878e-05,-4.96991943856072e-05,-4.96944755316515e-05,-4.96946984609844e-05
"068ffb5a-f757-4d02-987e-f487bb2b3952_2WH3",600.031529175084,1199.998,0.0200346767730733,346.425355268014,59897,-0.112349508156859,-0.248757767826613,0,0.112349508156859,0.0684847691911097,-0.112349508156859,0.0173124972904326,-0.00306466664419727,-1.34537596209894,1.9504247519892,-90.9875986402991,15506.4655473876,-3190169.07980697,-1.65213097459487,3.00321528676536,-4.15316161056854e-06,-0.000207258021693831,-0.000207255492431634,-0.000207252362186471,-0.000207248755346674,-0.000207238594653553
"068ffb5a-f757-4d02-987e-f487bb2b3952_327T",599.954222589532,1199.979,0.0200350452466023,346.41723693238,59895,-0.210998029723618,-0.422045332332922,0,0.210998029723618,0.121842538131109,-0.210998029723618,0.0593655247849886,-0.0187909602974725,-1.29911473298301,1.80022203078222,-168.796809492163,51290.7014904039,-18554106.2358099,-1.59728377675234,2.77813908457219,-7.04653775558356e-06,-0.000351710471609947,-0.000351710487972617,-0.000351710488250057,-0.000351710492884467,-0.000351710519968313
"06bd88e8-21ed-4dde-a92a-dfcca4e5145f_2VSP",600.035279892484,1199.989,0.0200340417717081,346.41795357583,59898,-0.192677549943789,-0.374558761781466,0,0.192677549943789,0.109053072890817,-0.192677549943789,0.0490170124121959,-0.0139736247765378,-1.28762328306591,1.76358707942098,-153.381132477104,41911.3302940276,-13571016.4848382,-1.58166756699708,2.71606527593502,-6.25338100040846e-06,-0.000312118014952418,-0.000312118477484287,-0.000312119549904041,-0.000312122789808221,-0.000312129286479464
"06bd88e8-21ed-4dde-a92a-dfcca4e5145f_2WH3",599.960138049049,1199.993,0.0200339410330896,346.41984187131,59899,-0.212371583614116,-0.42475867108154,0,0.212371583614116,0.122620386219399,-0.212371583614116,0.0601371976248288,-0.0191576420340508,-1.29905421000085,1.80005040413957,-169.891910255615,51956.0124838066,-18915916.1199369,-1.59725280986172,2.77804118440933,-7.09136650775552e-06,-0.000353967650960157,-0.000353967648409182,-0.000353967647862939,-0.00035396765269208,-0.00035396764892216
"06fd407b-0da8-428a-8f9f-69fc181d4a76_2WH3",600.021614594811,1199.979,0.0200340250763811,346.41873554382,59898,-0.212221372729965,-0.424401754503607,0,0.212221372729965,0.122515466377824,-0.212221372729965,0.0600476999518329,-0.0191140163257691,-1.29899472400559,1.79987831205134,-169.778355046203,51882.4359102934,-18874642.6037736,-1.59715917073864,2.77765694577949,-7.08552606146563e-06,-0.000353674581883387,-0.000353674612495092,-0.00035367461102283,-0.00035367460871683,-0.000353674603852245
"06fd407b-0da8-428a-8f9f-69fc181d4a76_327T",599.962951433294,1199.976,0.0200343261653533,346.418134699453,59897,-0.148211916714578,-0.321642652013298,0,0.148211916714578,0.084939064123802,-0.148211916714578,0.0291812964195854,-0.00667553516420092,-1.33914996643925,1.96211102588664,-117.556014211771,26030.3021114528,-7102176.1704166,-1.69111299928236,3.14174692977596,-5.37001889964768e-06,-0.000268044019435582,-0.000268048139271118,-0.000268052206879686,-0.00026806114614224,-0.000268069056127791
"0793e42f-dae2-47df-b314-34225384d33c_2VSP",600.049118685098,1199.979,0.0200340417717081,346.408386727121,59898,-0.0689821382265309,-0.129625773222702,0,0.0689821382265309,0.0355209694431583,-0.0689821382265309,0.00602025359968801,-0.000589866328870371,-1.26279085213347,1.7164651183791,-53.3195287099154,5010.29673735073,-573438.277636783,-1.61693107386957,2.87213145855264,-2.15185145937046e-06,-0.000107343457911587,-0.000107328244612135,-0.000107319512193682,-0.000107309217988757,-0.000107289059945905
"07c74388-cade-4b8a-9adc-16245ac979ef_2WH3",600.105124530444,1199.993,0.0200343595565647,346.39585222553,59897,-0.212351016841402,-0.424635465730728,0,0.212351016841402,0.12257672315535,-0.212351016841402,0.0601177565649069,-0.0191472140065029,-1.29897694529692,1.79982796832955,-169.892292971716,51948.344807883,-18909620.432966,-1.59707473617316,2.77732182626079,-7.0895463091146e-06,-0.000353869372682231,-0.000353869400751155,-0.000353869395121507,-0.000353869388551053,-0.000353869390967449
"07c74388-cade-4b8a-9adc-16245ac979ef_327T",599.993645224302,1199.983,0.0200344430345933,346.419534685067,59897,-0.208620766728087,-0.402316913527727,0,0.208620766728087,0.119362551372911,-0.208620766728087,0.0577698051151523,-0.0179381732820078,-1.29189394063921,1.7754644102928,-166.508074656389,49550.9387497123,-17465376.5126613,-1.58343457033361,2.7187196870398,-6.7169245613685e-06,-0.000335250935587483,-0.000335252567495637,-0.000335254040454598,-0.000335254530001328,-0.000335253100970094
"08215a48-b258-4e58-9ec4-c33181451c27_2WH5",599.903343205837,1199.978,0.0200343595565647,346.403420607043,59897,-0.183015449994385,-0.360252069143555,2.48306941618716e-05,0.18301547022712,0.106023955883335,-0.183015449994385,0.0447355464843054,-0.0122742389617957,-1.29722542967637,1.79110783413111,-146.510011851933,38537.1786130934,-12015857.3114058,-1.58830860434861,2.73738467788288,-6.01462650500126e-06,-0.000300218573472273,-0.00030021820774,-0.000300217513695404,-0.000300218869035009,-0.000300227277514426
"0827d2b9-b0d6-4088-9c87-61642f8417c0_2WH5",600.022360491519,1199.987,0.0200348443108774,346.420495815792,59896,-0.201719987663511,-0.358931473846033,0,0.201719987663511,0.112356568902032,-0.201719987663511,0.0533147412331013,-0.0156553777012806,-1.27172319172988,1.70811621228763,-159.833541924231,44687.2651455859,-14599203.7781262,-1.54544482809975,2.5667422281017,-5.99267841799871e-06,-0.000299081240928979,-0.000299086137583683,-0.000299090945267632,-0.000299096529232235,-0.000299103100868403
"085f3bdd-8dd3-4b6b-8837-e6e969c2b19d_2WLT",599.998543863454,1199.996,0.0200216234253775,346.418416662387,59936,-0.115544810149586,-0.207003854880782,0,0.115544810149586,0.0637667161997079,-0.115544810149586,0.0174167294051313,-0.0029013671188093,-1.26227150432079,1.67639633624748,-91.2921352047821,14431.3379911645,-2653458.98829892,-1.53056748200116,2.5152510760553,-3.45379561882168e-06,-0.000172572986025122,-0.000172555646164766,-0.000172541384203635,-0.000172519472565698,-0.000172492171856513
"08daa9d4-7cd7-4b17-8032-29021e3c14ce_2WLT",599.976068800948,1199.987,0.0100122400961185,346.409972482665,119853,-0.17083587371346,-0.255744092180751,0,0.17083587371346,0.0791121126203828,-0.17083587371346,0.0354435698906789,-0.00784210416325123,-1.17523960880408,1.42345115214548,-127.62534403274,25186.9974898108,-5522199.87235974,-1.38148929274287,2.00089496311295,-1.93401078535466e-06,-0.000190958384971007,-0.000193169277077197,-0.000193136350281794,-0.000193139630079477,-0.000193141917891487
"091ecbdf-602a-4198-99b5-1a465921d89f_2VSP",575.978531664058,1151.983,0.0200313516145299,332.596889,57510,-0.0647482103211088,-0.119329566227384,0,0.0647482103211088,0.0338254424302057,-0.0647482103211088,0.00533647140040124,-0.000483112076633049,-1.23927193475992,1.6267300574142,-48.3812312897288,4010.52384961518,-395177.230698824,-1.55593073065825,2.63904001271403,-2.05202412909847e-06,-0.000102282701359926,-0.000102287143220325,-0.000102295274554209,-0.000102310533546636,-0.000102333579877121
"0a237c3c-96d4-4581-87a4-883048b9fd69_2VSP",600.030091974556,1199.986,0.0200344931214104,346.412639735484,59897,-0.104628256205202,-0.215601093136156,0.00492564107228729,0.105079692451637,0.0689817523572656,-0.104628256205202,0.0157054747104049,-0.0025480258184012,-1.29457501960372,1.74873833053332,-86.2867126122253,13256.2506168886,-2350437.94778099,-1.53998939839414,2.56551507277618,-3.59959084306392e-06,-0.000179801793705299,-0.000179800901143001,-0.00017979539685448,-0.000179777122885999,-0.000179746796520952
"0a27e364-ead7-4d82-9e5d-e9538728f438_2VSP",224.306799901716,448.557,0.020039136844927,129.471928507399,22384,-0.0787651884511727,-0.157519224673392,0,0.0787651884511727,0.045466887338903,-0.0787651884511727,0.00827110040266678,-0.000977132111824807,-1.2989975942746,1.79996970119724,-23.5539899575152,998.582182469497,-50405.8424626953,-1.59736865711955,2.77851778352624,-7.03744916558958e-06,-0.000351184921060174,-0.00035118488865618,-0.00035118486000255,-0.000351184873701225,-0.00035118451969776
"0a27e364-ead7-4d82-9e5d-e9538728f438_2WH3",599.990528222241,1199.979,0.0200216738412254,346.41262963668,59935,-0.212348358586043,-0.424698270843712,0,0.212348358586043,0.122603155699973,-0.212348358586043,0.0601231083845181,-0.0191507572273865,-1.29904385331919,1.80001409968264,-169.877576775533,51945.4969733185,-18909503.8269007,-1.59719622467956,2.77779622916731,-7.08609922320739e-06,-0.000353921370103035,-0.000353921378825367,-0.000353921386474173,-0.000353921404372739,-0.000353921404539071
"0af9da02-6b27-4d27-9940-575d31dd74bd_2ZX6",286.491890912268,572.984,0.0200281030444965,165.439849788103,28610,0.0117900060789973,-0.00132446421639763,0.0199016557263623,0.0118316795983818,0.00548470277376456,0.0117900060789973,0.000169085156410033,2.59375526365727e-06,1.17969780142394,1.46001042765514,3.46578703650883,15.2827412123208,71.4199813569088,1.19541264044517,1.47435189911735,3.06579294329018e-07,1.5334647738022e-05,1.53395156998074e-05,1.53472815924224e-05,1.53624984692202e-05,1.53920437542875e-05
